 ,WEEK,WEIGHT,STATE,ETRO,REGION,DIVISION,OWNHOME,MARITAL,EMPLOY,HHNUM,ADULTS,KIDS1217,KIDS611,KIDS06,PARENT,AGE,AGE2,EDUC2,EDUC,INCOME,RACE,PARTYROT,PARTY,IDEOROT,IDEO,REGIST,C3A,SEX,IDENT,L1,C1,C1A,USBORN,USLIVE,RELIG,RELIGOPEN,DENOM,DENOMOPEN,BORN,JEWID,SECULAR,JDENOM,YEAR,DEMH1,DEMNHV,DATE,Q1,Q2,Q3,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q6,Q7,Q8,I_EMPLOY,I_MARITAL,I_RACE
90000441,849,0.5924,MO,5,2,4,1,1,1,1,1,,,,2,60,,2,1,3,1,2,3,1,2,1,,2,2,,2,7,,,22,,5,,1,,,,16,1,2,161209,4,2,2,2,1,0,0,0,0,0,0,0,1,3,2,1,1,1
90000442,849,0.726,AK,5,4,9,2,5,3,1,1,,,,2,58,,5,3,1,1,2,3,2,8,1,,1,2,,2,1,,,90,,,,,2,2,,16,1,3,161209,3,2,2,2,1,0,0,0,0,0,0,0,3,3,1,3,5,1
90000443,849,1.1912,TX,1,3,7,1,1,1,5,2,1,1,1,2,64,,1,1,5,4,2,3,2,3,2,,1,2,,2,1,3,12,90,,,,,2,2,,16,1,3,161209,1,2,2,2,1,0,0,0,0,0,0,0,3,3,1,1,1,3
90000444,849,0.9107,WA,1,4,9,2,6,1,5,3,2,0,0,1,39,,5,3,3,7,2,2,1,5,1,,2,2,,2,1,,,95,,,,,2,,,16,1,1,161209,1,2,2,2,1,0,1,0,0,0,0,0,3,2,1,1,4,5
90000445,849,0.9665,MN,3,2,4,1,1,2,5,3,2,0,0,1,36,,7,5,6,5,1,1,1,1,1,1,1,2,,1,1,1,,90,,,,,2,1,,16,1,1,161209,1,2,1,2,1,0,0,0,0,0,0,0,2,2,1,2,1,3
90000446,849,1.0442,UT,1,4,8,1,3,3,2,2,,,,2,66,,8,5,3,1,1,1,1,3,1,,1,2,,2,1,,,10,,,,,,,,16,1,3,161209,3,2,2,2,1,0,0,0,0,0,0,0,1,2,1,3,3,1
90000448,849,0.2559,AZ,1,4,8,1,2,1,2,2,,,,2,64,,5,3,7,1,1,2,2,4,1,4,2,2,,1,1,,,22,,4,,2,,,,16,1,1,161209,1,1,1,2,1,0,0,0,0,0,0,0,3,1,1,1,2,1
90000451,849,0.6052,AL,5,3,6,1,1,1,6,2,0,3,1,1,32,,3,2,3,2,2,3,1,2,2,,1,2,,2,2,,,1,,,,1,,,,16,1,1,161209,4,2,2,2,1,0,0,0,0,0,0,0,2,2,1,1,1,2
90000452,849,1.0363,CA,4,4,9,2,1,1,3,3,,,,2,22,,3,2,6,1,2,3,2,2,1,1,1,2,,1,1,,,14,,,,1,,,,16,1,1,161209,2,2,2,2,1,0,0,0,0,0,0,0,1,3,1,1,1,1
90000453,849,1.4293,CA,2,4,9,2,4,1,4,1,1,2,0,1,35,,5,3,2,3,2,9,2,2,2,,2,2,,2,1,1,,2,,,,,,,,16,1,1,161209,3,2,2,2,1,0,0,0,0,0,0,0,2,1,1,1,4,3
90000454,849,1.2199,MT,5,4,8,1,1,1,4,2,0,0,2,9,35,,99,9,99,99,1,9,2,9,9,,1,2,,2,1,,,99,,,,,,,,16,1,1,161209,1,2,1,2,1,0,0,0,0,0,0,0,1,3,9,1,1,
90000456,849,1.1584,AZ,,4,8,9,3,1,9,9,,,,2,61,,6,4,99,1,2,1,1,1,1,99,2,2,,1,9,,,99,,,,,,,,16,1,1,161209,1,1,2,2,1,0,0,0,0,0,0,0,2,2,2,1,3,1
90000457,849,2.6137,CA,2,4,9,2,3,2,5,4,1,0,0,2,21,,3,2,8,1,2,1,1,1,1,1,2,2,,1,1,,,1,,,,1,,,,16,1,1,161209,1,3,2,2,1,0,0,0,0,0,0,0,1,1,2,2,3,1
90000459,849,0.3482,AZ,5,4,8,1,3,2,2,2,,,,2,60,,8,5,99,1,1,1,2,2,1,1,1,2,,1,2,,,22,,7,,1,,,,16,1,3,161209,1,2,2,2,1,0,0,0,0,0,0,0,1,1,2,2,3,1
90000461,849,1.306,WA,2,4,9,1,3,1,5,2,3,0,0,2,24,,3,2,5,1,1,1,2,2,2,,1,2,,2,2,,,15,,5,,1,,,,16,1,1,161209,2,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,3,1
90000462,849,1.8985,UT,5,4,8,2,3,1,3,2,0,0,1,1,37,,2,1,6,1,1,9,2,8,1,,1,2,,2,1,,,10,,,,,,,,16,2,,161209,2,2,1,2,1,0,0,0,0,0,0,0,3,1,1,1,3,1
90000463,849,1.7974,WA,1,4,9,1,3,1,5,5,,,,2,55,,3,2,5,1,1,1,1,2,1,1,1,2,,1,1,,,90,,,,,2,2,,16,1,1,161209,1,2,2,2,1,0,0,0,0,0,0,0,3,3,2,1,3,1
90000471,849,1.5161,KY,1,3,6,2,1,2,2,2,,,,2,21,,6,4,7,1,2,2,1,4,1,,2,2,,2,1,,,2,,,,,,,,16,1,5,161210,2,1,2,2,1,0,0,0,0,0,0,0,2,2,2,2,1,1
90000474,849,0.5445,TN,2,3,6,1,1,1,3,3,,,,2,99,3,6,4,7,1,2,2,2,3,1,,2,2,,2,2,,,25,,,,1,,,,16,1,1,161210,2,1,1,2,1,0,0,0,0,0,0,0,1,1,2,1,1,1
90000476,849,1.6194,LA,2,3,7,2,3,4,5,3,2,0,0,1,40,,3,2,1,2,1,1,1,2,2,1,2,2,,1,2,,,23,,,,1,,,,16,1,3,161210,2,3,2,2,1,0,0,0,0,0,0,0,2,2,1,4,3,2
90000477,849,1.0575,MA,1,1,1,2,1,2,1,1,,,,2,18,,3,2,1,3,1,3,1,5,1,1,2,2,,1,1,1,,95,,,,,2,,,16,2,,161210,1,2,2,2,1,0,0,0,0,0,0,0,3,3,9,2,1,3
90000478,849,1.1352,OK,5,3,7,2,1,5,4,2,1,1,0,1,37,,4,3,98,10,1,3,1,2,1,,2,2,,2,1,,,90,,,,,2,2,,16,1,3,161210,1,1,1,2,0,0,0,0,0,0,1,0,,1,9,5,1,5
90000481,849,2.105,DC,,3,5,1,9,2,4,4,,,,2,21,,5,3,9,4,1,8,1,5,1,,2,2,,2,1,1,,95,,,,,2,,,16,1,3,161210,1,2,2,2,1,0,0,0,0,0,0,0,3,1,1,2,,3
90000482,849,1.0136,NC,3,3,5,1,3,1,4,2,2,0,0,1,47,,5,3,7,1,1,3,1,5,1,1,1,2,,1,1,,,90,,,,,1,2,8,16,1,2,161210,1,2,2,2,1,0,0,0,0,0,0,0,1,3,9,1,3,1
90000483,849,0.48,ME,2,1,1,1,6,1,2,2,,,,2,56,,6,4,5,1,1,2,2,4,1,2,2,2,,1,1,,,2,,,,,,,,16,1,1,161210,2,2,2,2,1,0,0,0,0,0,0,0,2,2,2,1,4,1
90000484,849,0.6922,TN,1,3,6,2,6,3,1,1,,,,2,72,,1,1,1,1,2,2,1,5,2,,2,2,,2,2,,,1,,,,1,,,,16,1,3,161210,4,2,2,2,1,0,0,0,0,0,0,0,1,2,1,3,4,1
90000485,849,1.126,UT,3,4,8,1,1,2,3,3,,,,2,23,,4,3,7,1,2,2,1,5,1,,1,2,,2,1,,,95,,,,,2,,,16,1,5,161210,1,2,2,2,1,0,0,1,0,0,0,0,3,2,1,2,1,1
90000486,849,0.5461,IN,5,2,3,1,3,1,2,2,,,,2,63,,8,5,12,1,2,3,2,2,1,,2,2,,2,2,,,22,,1,,1,,,,16,1,1,161210,4,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,3,1
90000487,849,1.1727,OH,1,2,3,1,1,1,1,1,,,,2,46,,6,4,7,1,1,1,2,2,1,,1,2,,2,1,,,97,open minding,,,,,,,16,1,1,161210,2,2,2,2,0,0,1,0,0,0,0,0,,2,2,1,1,1
90000488,849,0.5141,AL,1,3,6,1,3,1,4,2,2,0,0,1,45,,6,4,12,1,2,1,2,2,1,1,1,2,,1,2,,,15,,1,,1,,,,16,1,1,161210,1,2,2,2,1,0,0,0,0,0,0,0,1,2,9,1,3,1
90000490,849,1.1047,GA,3,3,5,2,3,1,2,2,,,,2,55,,2,1,2,2,2,2,2,3,1,,1,2,,2,2,,,25,,,,1,,,,16,1,1,161210,1,2,2,2,1,0,0,0,0,0,0,0,1,3,2,1,3,2
90000491,849,0.3375,IA,5,2,4,1,3,2,5,2,0,2,1,1,36,,6,4,14,1,2,1,2,1,1,3,2,2,,1,2,,,15,,6,,1,,,,16,1,2,161210,2,2,2,2,1,0,0,0,0,0,0,0,1,1,1,2,3,1
90000493,849,0.4199,FL,1,3,5,1,1,2,5,3,2,0,0,2,21,,5,3,6,6,2,2,1,3,1,3,1,2,,1,1,,,2,,,roman catholic,,,,,16,1,1,161210,3,2,2,2,1,0,0,0,0,0,0,0,3,3,1,2,1,4
90000494,849,3.2331,MA,,1,1,2,3,4,5,5,,,,2,50,,2,1,2,3,2,3,2,1,1,,2,4,,2,1,2,9,13,,,,1,,,,16,2,,161210,3,2,2,2,1,0,0,0,0,0,0,0,1,1,2,4,3,3
90000495,849,0.7983,IL,,2,3,2,1,1,4,3,0,1,0,1,26,,5,3,7,5,2,3,2,5,1,,1,2,,2,2,1,,2,,,,,,,,16,1,1,161210,1,2,1,2,1,0,0,0,0,0,0,0,2,1,1,1,1,3
90000497,849,0.7352,CA,1,4,9,2,1,2,4,3,1,0,0,2,70,,3,2,1,2,1,2,2,3,1,1,1,2,,1,1,,,12,,,,,,,,16,1,3,161210,2,9,2,2,1,0,0,0,0,0,0,0,1,1,2,2,1,2
90000498,849,1.438,IA,2,2,4,2,2,1,1,1,,,,2,28,,5,3,2,1,1,2,1,4,1,,1,2,,2,1,,,2,,,,,,,,16,1,1,161210,2,2,1,2,1,0,0,0,0,0,0,0,2,2,1,1,2,1
90000499,849,1.8391,OH,1,2,3,1,2,1,3,3,,,,2,47,,2,1,7,10,1,1,1,3,2,,1,2,,2,1,,,95,,,,,2,,,16,1,1,161210,2,2,2,2,1,0,0,0,0,0,0,0,3,3,2,1,2,5
90000500,849,1.0921,ND,1,2,4,1,3,1,3,3,,,,2,51,,6,4,15,1,1,1,2,2,1,,2,2,,2,1,,,2,,,,,,,,16,1,1,161210,1,2,1,2,1,0,0,0,0,0,0,0,1,2,2,1,3,1
90000501,849,1.565,TX,5,3,7,2,3,1,5,4,1,0,0,1,53,,3,2,98,5,1,3,1,8,2,,1,4,,2,1,3,15,22,,11,,1,,,,16,1,1,161210,2,2,1,2,1,0,0,0,0,0,0,0,1,1,2,1,3,3
90000502,849,1.1453,MN,1,2,4,2,1,1,1,1,,,,2,27,,8,5,2,1,1,1,1,2,2,,1,2,,2,1,,,96,,,,,2,,,16,1,1,161210,1,2,1,2,1,0,0,0,0,0,0,0,3,3,2,1,1,1
90000503,849,1.8445,CA,1,4,9,2,3,1,5,3,0,2,0,1,36,,4,3,5,1,1,1,1,1,2,,1,2,,2,1,,,1,,,,1,,,,16,1,4,161210,2,2,2,2,1,0,0,0,0,0,0,0,1,1,2,1,3,1
90000504,849,0.8007,MO,5,2,4,1,3,6,2,2,,,,2,60,,4,3,6,1,1,3,1,2,1,1,2,2,,1,1,,,90,,,,,2,2,,16,2,,161210,1,2,2,2,1,0,0,0,0,0,0,0,3,3,2,6,3,1
90000505,849,1.5096,PA,5,1,2,2,6,2,4,1,1,2,0,1,36,,3,2,1,1,1,1,2,8,1,,1,2,,2,1,,,22,,5,,2,,,,16,1,2,161210,2,2,2,2,1,0,0,0,0,0,0,0,1,1,1,2,4,1
90000506,849,0.6558,PA,3,1,2,2,2,1,2,2,,,,2,28,,8,5,12,1,1,3,2,3,2,1,1,2,,1,1,,,8,,,,2,,,,16,1,1,161210,2,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,2,1
90000507,849,1.6021,CA,1,4,9,1,3,2,2,2,,,,2,22,,6,4,2,5,1,3,2,4,1,,2,2,,2,1,1,,2,,,,,,,,16,1,5,161210,3,2,2,2,1,0,0,0,0,0,0,0,2,2,1,2,3,3
90000508,849,2.341,FL,1,3,5,2,3,4,7,2,1,1,3,1,36,,3,2,1,1,2,3,2,2,1,1,2,2,,1,1,,,90,,,,,2,2,,16,1,3,161210,2,2,2,2,1,0,0,0,0,0,0,0,3,2,1,4,3,1
90000509,849,3.435,MA,3,1,1,2,3,1,3,2,0,0,1,1,28,,4,3,7,2,2,2,1,4,1,,2,2,,2,1,,,22,,1,,2,,,,16,1,1,161210,2,1,2,2,1,0,0,0,0,0,0,0,2,3,1,1,3,2
90000510,849,0.7542,KY,1,3,6,1,3,3,2,2,,,,2,66,,8,5,6,1,2,2,2,4,1,1,2,2,,1,1,,,2,,,,,,,,16,1,3,161210,1,2,1,2,1,0,0,0,0,0,0,0,2,2,2,3,3,1
90000511,849,1.7553,WV,5,3,5,2,6,7,3,2,1,0,0,1,43,,2,1,1,99,2,9,2,9,9,,2,2,,2,1,,,99,,,,,,,,16,1,3,161210,1,2,2,2,1,0,0,0,0,0,0,0,2,1,1,6,4,
90000513,849,1.1247,CA,2,4,9,2,1,1,3,3,,,,2,24,,6,4,4,1,2,3,2,3,1,,2,2,,2,1,,,90,,,,,2,2,,16,1,1,161210,2,2,2,2,1,0,0,0,0,0,0,0,2,2,1,1,1,1
90000514,849,2.5173,MA,3,1,1,1,3,1,2,2,,,,2,34,,6,4,12,1,2,2,2,5,1,,2,2,,2,1,,,96,,,,,1,,5,16,1,1,161210,1,1,2,2,0,1,0,0,0,0,0,0,3,2,1,1,3,1
90000515,849,0.7489,IN,1,2,3,1,2,1,4,1,1,1,1,1,50,,3,2,5,2,2,2,1,8,1,1,1,2,,1,1,,,1,,,,2,,,,16,2,,161210,3,2,1,2,1,0,0,0,0,0,0,0,3,3,1,1,2,2
90000516,849,1.2113,NV,,4,8,2,1,5,3,3,,,,2,99,1,6,4,2,1,2,3,1,5,1,,2,2,,2,1,,,96,,,,,2,,,16,2,,161210,2,2,1,2,0,0,0,1,0,0,0,0,,2,1,5,1,1
90000517,849,1.5631,GA,3,3,5,1,1,2,3,2,1,0,0,2,22,,2,1,5,2,2,3,2,2,1,,1,2,,2,9,,,90,,,,,2,2,,16,1,1,161210,2,2,2,2,1,0,0,0,0,0,0,0,3,3,1,2,1,2
90000518,849,0.5572,OH,1,2,3,1,3,1,2,2,,,,2,99,3,8,5,7,6,2,2,2,5,1,2,2,2,,1,1,,,90,,,,,2,2,,16,1,1,161210,1,1,1,1,1,0,0,0,0,0,0,0,3,3,1,1,3,4
90000519,849,0.6368,CA,1,4,9,2,3,6,2,2,,,,2,65,,4,3,1,2,2,2,1,2,1,,2,2,,2,2,,,22,,97,st judes,1,,,,16,1,3,161210,2,2,2,2,1,0,0,0,0,0,0,0,1,1,1,6,3,2
90000520,849,2.5275,NJ,3,1,2,1,3,1,2,2,,,,2,34,,8,5,13,1,2,2,1,5,1,,2,2,,2,1,,,25,,,,2,,,,16,1,1,161210,2,1,1,1,1,0,0,0,0,0,0,0,3,2,1,1,3,1
90000521,849,2.6735,CO,1,4,8,1,3,4,4,3,1,0,0,1,44,,1,1,4,3,2,3,2,2,2,,2,4,,2,1,3,5,2,,,,,,,,16,2,,161210,2,2,1,2,1,0,0,0,0,0,0,0,1,1,2,4,3,3
90000522,849,0.7917,TX,1,3,7,1,5,2,2,2,,,,2,49,,4,3,1,2,2,3,2,4,1,,2,2,,2,4,,,1,,,,1,,,,16,1,1,161210,2,2,2,2,1,0,0,0,0,0,0,0,1,1,1,2,5,2
90000525,849,1.8026,PA,1,1,2,1,1,2,1,1,,,,2,20,,2,1,7,1,2,3,2,2,2,,1,2,,2,1,,,2,,,,,,,,16,1,8,161210,2,2,2,2,1,0,0,0,0,0,0,0,1,2,1,2,1,1
90000526,849,1.1187,OK,2,3,7,2,1,1,4,4,,,,2,23,,4,3,6,1,1,2,2,3,1,,1,2,,2,1,,,90,,,,,2,2,,16,1,1,161210,1,2,2,2,1,0,0,0,0,0,0,0,1,9,1,1,1,1
90000527,849,0.6584,WI,5,2,3,2,6,8,2,2,,,,2,58,,2,1,4,1,1,3,1,2,2,1,1,2,,1,3,,,15,,3,,2,,,,16,1,1,161210,2,2,2,2,1,0,0,0,0,0,0,0,2,2,2,6,4,1
90000529,849,0.607,ND,2,2,4,1,1,2,2,2,,,,2,23,,3,2,98,1,1,2,1,4,1,1,1,2,,1,2,,,25,,,,2,,,,16,1,5,161210,3,2,2,2,1,0,0,0,0,0,0,0,3,3,9,2,1,1
90000530,849,1.0122,CO,3,4,8,2,2,6,2,2,,,,2,28,,6,4,6,10,1,3,1,5,1,,2,2,,2,1,,,95,,,,,2,,,16,1,1,161210,2,2,2,2,0,0,0,0,0,0,1,0,,1,1,6,2,5
90000532,849,1.2169,AL,5,3,6,2,1,1,1,1,,,,2,30,,3,2,4,1,1,3,1,3,1,,1,2,,2,1,,,90,,,,,2,2,,16,1,1,161210,1,2,2,2,1,0,0,0,0,0,0,0,2,2,9,1,1,1
90000533,849,1.8756,VT,2,1,1,2,6,1,5,2,0,0,3,1,28,,3,2,5,1,1,1,2,4,2,,1,2,,2,1,,,90,,,,,2,2,,16,1,1,161210,1,2,1,2,0,0,0,0,0,0,1,0,,3,1,1,4,1
90000534,849,1.5465,NY,4,1,2,2,6,1,9,9,,,,2,45,,3,2,3,5,1,3,1,4,2,1,1,4,,1,1,3,14,2,,,,,,,,16,1,3,161210,2,2,2,2,1,0,0,0,0,0,0,0,2,1,2,1,4,3
90000536,849,2.2201,FL,2,3,5,1,3,1,3,2,0,0,1,1,38,,6,4,12,1,1,2,2,5,1,,2,2,,2,1,,,25,,,,1,,,,16,1,1,161210,1,1,2,2,1,0,0,0,0,0,0,0,2,2,1,1,3,1
90000537,849,0.3312,CO,5,4,8,1,1,1,1,1,,,,2,28,,6,4,5,1,1,3,1,4,1,,1,2,,2,7,,,95,,,,,2,,,16,1,2,161210,3,1,2,2,1,0,0,0,0,0,0,0,3,3,1,1,1,1
90000538,849,0.8083,TX,3,3,7,2,2,5,2,2,,,,2,23,,6,4,1,6,2,3,1,2,2,,1,2,,2,1,,,21,,,,,,,,16,1,4,161210,1,2,2,2,0,0,0,0,0,1,0,0,,2,2,5,2,4
90000540,849,1.1662,OR,2,4,9,1,3,1,3,2,1,0,0,1,60,,4,3,12,1,1,1,2,2,2,,1,2,,2,1,,,1,,,,1,,,,16,1,1,161210,1,2,2,2,1,0,0,0,0,0,0,0,1,2,2,1,3,1
90000541,849,0.3783,TX,1,3,7,1,5,3,1,1,,,,2,79,,1,1,98,99,2,8,1,8,1,1,2,2,,1,2,,,98,,,,,8,,,16,1,3,161210,4,2,2,2,0,0,0,0,0,0,1,0,,2,1,3,5,
90000542,849,1.6541,TX,3,3,7,1,6,3,2,2,,,,2,49,,3,2,5,99,2,9,2,9,9,,1,2,,2,1,,,99,,,,,,,,16,2,,161210,1,2,2,2,1,0,0,0,0,0,0,0,3,3,2,3,4,
90000543,849,2.1587,AL,,3,6,2,1,1,5,2,0,3,0,1,31,,2,1,98,10,1,3,2,8,1,,2,2,,2,8,,,22,,1,,2,,,,16,1,3,161210,4,2,2,2,1,0,0,0,0,0,0,0,2,1,1,1,1,5
90000544,849,1.4772,TX,3,3,7,1,3,1,6,2,0,1,3,1,33,,8,5,12,1,2,1,1,2,1,,1,2,,2,1,,,22,,1,,1,,,,16,1,1,161210,1,2,2,2,1,0,0,0,0,0,0,0,1,1,2,1,3,1
90000545,849,1.7014,NY,1,1,2,2,3,1,3,2,0,0,1,1,36,,8,5,12,1,2,2,2,4,1,,1,2,,2,1,,,15,,2,,2,,,,16,1,1,161210,2,2,2,2,1,1,0,1,0,0,0,0,1,1,1,1,3,1
90000547,849,1.1247,CA,2,4,9,2,1,5,1,1,,,,2,24,,6,4,1,1,2,3,1,5,2,,2,2,,2,1,,,90,,,,,2,2,,16,2,,161210,4,2,2,2,1,0,0,0,0,0,0,0,3,3,2,5,1,1
90000549,849,1.3498,IL,1,2,3,2,6,5,3,3,,,,2,23,,4,3,1,6,2,1,2,2,2,,2,2,,2,1,,,90,,,,,2,2,,16,1,1,161210,2,2,2,2,1,0,0,0,0,0,0,0,1,1,1,5,4,4
90000550,849,1.166,RI,3,1,1,1,3,1,2,2,,,,2,99,2,5,3,15,1,2,3,2,1,1,1,2,2,,1,2,,,22,,97,Being a good person.,2,,,,16,1,1,161210,1,1,2,2,1,0,0,0,0,0,0,0,1,1,2,1,3,1
90000551,849,1.1361,AL,1,3,6,1,1,1,1,1,,,,2,55,,6,4,99,5,2,8,2,8,1,,2,2,,2,1,1,,13,,,,1,,,,16,1,2,161210,3,2,2,2,0,0,0,0,0,1,0,0,,1,9,1,1,3
90000552,849,1.0782,NJ,2,1,2,1,3,6,4,2,1,1,0,1,55,,8,5,12,2,2,2,2,4,1,1,2,2,,1,1,,,2,,,,,,,,16,1,1,161210,1,2,2,2,1,0,0,0,0,0,0,0,2,2,1,6,3,2
90000553,849,0.8058,TN,5,3,6,2,9,9,9,9,,,,2,50,,99,9,99,99,1,9,2,9,9,,1,2,,8,9,,,99,,,,,,,,16,2,,161210,2,2,2,2,1,0,0,0,0,0,0,0,1,1,1,,,
90000554,849,1.8278,NC,5,3,5,1,3,1,2,2,,,,2,58,,5,3,2,7,1,2,2,3,1,,2,2,,2,1,,,29,,,,1,,,,16,1,1,161210,4,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,3,5
90000555,849,0.6026,NM,1,4,8,2,3,2,2,2,,,,2,66,,8,5,6,1,1,2,1,4,1,1,2,2,,1,1,,,95,,,,,2,,,16,1,2,161210,2,1,2,2,1,0,0,0,0,0,0,0,3,3,2,2,3,1
90000556,849,0.9184,MD,3,3,5,2,1,1,1,1,,,,2,32,,8,5,7,2,1,2,2,3,1,,1,2,,2,1,,,15,,13,,1,,,,16,1,1,161210,1,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,1,2
90000559,849,1.3117,PA,3,1,2,1,6,1,4,4,,,,2,59,,3,2,99,1,1,1,1,3,1,1,1,2,,1,1,,,1,,,,2,,,,16,1,1,161210,1,2,1,2,1,0,0,0,0,0,0,0,2,1,2,1,4,1
90000561,849,1.322,NC,5,3,5,2,3,1,4,2,0,0,2,1,24,,4,3,3,1,1,3,2,3,1,,1,2,,2,1,,,90,,,,,2,1,,16,1,1,161210,1,2,2,2,1,0,0,0,0,0,0,0,2,2,1,1,3,1
90000562,849,0.8318,FL,,3,5,2,3,1,5,4,1,0,0,1,36,,6,4,2,6,1,3,2,1,1,99,1,2,,1,1,,,90,,,,,2,1,,16,1,1,161210,2,2,2,2,1,0,0,0,0,0,0,0,2,2,1,1,3,4
90000563,849,0.6204,NY,1,1,2,2,3,1,3,2,0,1,0,1,36,,4,3,4,2,1,3,1,2,2,2,1,2,,1,2,,,16,,,,1,,,,16,2,,161210,2,2,2,2,1,0,0,0,0,0,0,0,3,2,1,1,3,2
90000564,849,1.2379,CA,1,4,9,2,2,4,4,4,,,,2,30,,2,1,2,3,1,3,2,2,2,1,2,4,,1,1,3,10,2,,,,,,,,16,2,,161210,3,2,2,2,1,0,0,0,0,0,0,0,3,3,2,4,2,3
90000565,849,2.0752,CA,4,4,9,1,3,1,5,4,1,0,0,1,42,,3,2,6,5,1,1,1,2,1,1,1,2,,1,1,1,,2,,,,,,,,16,1,1,161210,4,3,2,2,1,0,0,0,0,0,0,0,1,1,2,1,3,3
90000567,849,0.6156,CO,3,4,8,1,1,1,3,3,,,,2,25,,6,4,2,1,1,3,1,2,2,1,1,2,,1,1,,,90,,,,,2,2,,16,2,,161210,3,2,1,2,1,0,0,0,0,0,0,0,3,3,1,1,1,1
90000568,849,1.1885,SC,5,3,5,2,1,8,1,1,,,,2,26,,3,2,1,1,1,8,1,8,8,,1,2,,2,1,,,2,,,,,,,,16,2,,161210,3,2,2,2,1,0,0,0,0,0,0,0,3,3,2,6,1,1
90000571,849,2.626,TX,1,3,7,2,3,1,5,4,1,0,0,1,57,,2,1,2,4,1,3,1,3,2,,2,4,,2,1,3,27,1,,,,1,,,,16,1,1,161210,2,2,1,2,1,0,0,0,0,0,0,0,3,1,1,1,3,3
90000577,849,0.6413,WA,2,4,9,1,1,1,1,1,,,,2,60,,3,2,7,7,2,3,1,3,1,,1,2,,2,2,,,90,,,,,2,1,,16,1,1,161210,1,2,2,2,1,0,0,0,0,0,0,0,3,3,2,1,1,5
90000579,849,1.5794,CA,3,4,9,2,3,2,4,4,,,,2,55,,1,1,10,5,2,8,1,8,8,1,2,4,,1,1,3,27,2,,,,,,,,16,1,2,161210,2,3,2,2,1,0,0,0,0,0,0,0,1,1,1,2,3,3
90000580,849,1.0242,TN,2,3,6,1,3,3,2,2,,,,2,62,,8,5,12,2,2,2,1,3,1,1,2,2,,1,1,,,22,,7,,1,,,,16,1,1,161210,2,2,2,2,1,0,0,0,0,0,0,0,1,1,2,3,3,2
90000582,849,2.1486,MN,1,2,4,2,1,6,1,1,,,,2,22,,3,2,1,1,1,3,2,5,1,,2,2,,2,1,,,22,,13,,2,,,,16,1,5,161210,1,1,1,1,1,0,0,0,0,0,0,0,1,3,1,6,1,1
90000584,849,0.5214,WI,1,2,3,1,1,1,1,1,,,,2,58,,4,3,4,1,2,2,2,4,1,1,1,2,,1,1,,,99,,,,,,,,16,1,1,161210,3,2,2,2,1,0,0,0,0,0,0,0,2,2,1,1,1,1
90000585,849,0.7416,GA,1,3,5,1,3,1,2,2,,,,2,45,,8,5,13,1,2,1,2,3,1,,1,2,,2,2,,,2,,,,,,,,16,1,1,161210,1,2,2,2,1,0,0,0,0,0,0,0,3,3,1,1,3,1
90000586,849,0.5328,WI,5,2,3,1,3,3,2,2,,,,2,63,,8,5,7,1,2,3,1,3,1,2,1,2,,1,1,,,15,,3,,2,,,,16,1,3,161210,1,2,1,2,1,0,0,0,0,0,0,0,2,2,2,3,3,1
90000588,849,0.8355,NY,1,1,2,2,3,1,6,4,2,0,0,1,50,,6,4,12,5,2,1,2,5,1,4,2,4,,1,1,3,20,2,,,,,,,,16,1,3,161210,4,2,2,2,1,0,0,0,0,0,0,0,3,1,2,1,3,3
90000591,849,1.3571,SD,1,2,4,1,3,9,9,9,,,,2,61,,99,9,99,99,2,9,2,9,9,1,2,2,,1,1,,,99,,,,,,,,16,1,1,161210,2,2,2,2,1,0,0,0,0,0,0,0,1,2,9,,3,
90000592,849,1.5148,WA,,4,9,2,1,1,5,3,0,2,0,2,23,,3,2,4,5,2,2,2,1,2,,1,2,,2,1,3,3,90,,,,,2,2,,16,2,,161210,2,2,2,2,1,0,0,0,0,0,0,0,3,2,1,1,1,3
90000594,849,1.1862,AL,3,3,6,1,3,1,3,2,0,1,0,1,40,,4,3,5,2,2,2,1,2,1,1,2,2,,1,1,,,25,,,,1,,,,16,2,,161210,2,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,3,2
90000595,849,1.9589,KY,1,3,6,1,6,1,1,1,,,,2,62,,3,2,3,1,2,9,2,9,2,,2,2,,2,1,,,6,,,,2,,,,16,1,1,161210,3,2,2,2,0,0,0,0,0,0,1,0,,1,1,1,4,1
90000597,849,1.4936,OH,2,2,3,1,3,1,5,2,0,3,0,1,42,,4,3,7,1,2,3,2,3,2,1,1,2,,1,1,,,15,,8,,2,,,,16,1,1,161210,2,2,2,2,1,0,0,0,0,0,0,0,2,2,1,1,3,1
90000600,849,1.1213,NY,2,1,2,1,3,2,2,2,,,,2,74,,1,1,2,1,2,1,2,3,1,,1,2,,2,2,,,1,,,,1,,,,16,1,2,161210,2,1,2,2,1,0,0,0,0,0,0,0,2,1,2,2,3,1
