 ,WEEK,WEIGHT,STATE,ETRO,REGION,DIVISION,OWNHOME,MARITAL,EMPLOY,HHNUM,ADULTS,KIDS1217,KIDS611,KIDS06,PARENT,AGE,AGE2,EDUC2,EDUC,INCOME,RACE,PARTYROT,PARTY,IDEOROT,IDEO,REGIST,C3A,SEX,IDENT,L1,C1,C1A,USBORN,USLIVE,RELIG,RELIGOPEN,DENOM,DENOMOPEN,BORN,JEWID,SECULAR,JDENOM,YEAR,DEMH1,DEMNHV,DATE,Q1,Q2,Q3,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q6,Q7,Q8,I_EMPLOY,I_MARITAL,I_RACE
90000759,849,1.0079,OH,2,2,3,2,1,1,1,1,,,,2,50,,99,9,3,1,1,1,1,3,1,,1,2,,2,1,,,99,,,,,,,,16,1,1,161211,4,2,2,2,0,0,0,0,0,0,0,1,,3,9,1,1,1
90000760,849,0.7067,PA,,1,2,2,1,1,3,3,,,,2,31,,5,3,5,2,2,0,1,3,1,,1,2,,2,2,,,90,,,,,1,2,1,16,2,,161211,3,2,2,2,0,0,0,0,0,0,1,0,,1,2,1,1,2
90000761,849,1.1659,TN,5,3,6,2,1,2,4,3,1,0,0,2,30,,4,3,3,2,2,2,1,3,1,1,2,2,,1,1,,,22,,7,,1,,,,16,1,2,161211,3,2,1,2,1,0,0,0,0,0,0,0,2,2,1,2,1,2
90000762,849,0.5715,FL,3,3,5,1,3,1,2,2,,,,2,68,,6,4,15,1,2,1,1,2,2,1,1,2,,1,1,,,1,,,,1,,,,16,1,3,161211,1,2,2,2,1,0,0,0,0,0,0,0,1,3,2,1,3,1
90000763,849,0.5516,MD,3,3,5,1,3,2,4,2,2,0,0,1,48,,7,5,99,1,2,2,2,4,1,1,1,2,,1,4,,,7,,,,,,,4,16,1,1,161211,1,2,2,2,1,0,0,0,0,0,0,0,3,4,9,2,3,1
90000765,849,0.6052,MS,5,3,6,2,2,1,7,2,3,2,0,1,31,,3,2,6,2,2,2,1,3,2,,1,2,,2,2,,,22,,1,,2,,,,16,2,,161211,3,2,2,2,1,0,0,0,0,0,0,0,2,1,1,1,2,2
90000766,849,1.0111,MI,1,2,3,2,2,1,7,7,,,,2,21,,3,2,1,2,1,2,1,3,1,1,1,2,,1,3,,,22,,1,,2,,,,16,1,2,161211,1,1,2,2,1,0,0,0,0,0,0,0,2,2,1,1,2,2
90000768,849,1.1914,WY,1,4,8,1,1,1,1,1,,,,2,22,,3,2,2,1,1,3,2,3,2,,1,2,,2,1,,,14,,,,2,,,,16,1,2,161211,3,2,1,2,1,0,0,0,0,0,0,0,2,2,1,1,1,1
90000770,849,2.1086,WI,3,2,3,1,3,4,6,2,0,2,2,1,38,,8,5,12,3,1,2,1,4,1,,2,2,,2,1,1,,25,,,,8,,,,16,1,1,161211,1,1,2,2,1,0,0,0,0,0,0,0,2,2,2,4,3,3
90000772,849,2.493,MI,5,2,3,1,3,1,4,3,1,0,0,1,99,2,3,2,5,1,1,3,1,3,1,,2,2,,2,1,,,90,,,,,2,1,,16,1,1,161211,2,2,2,2,1,0,0,0,0,0,0,0,3,3,2,1,3,1
90000773,849,0.5964,ME,2,1,1,1,6,4,3,2,1,0,0,1,34,,4,3,4,1,1,3,1,5,1,2,2,2,,1,1,,,90,,,,,2,1,,16,1,3,161211,1,1,2,2,1,0,0,0,0,0,0,0,2,2,9,4,4,1
90000774,849,0.7993,MN,1,2,4,2,1,5,4,2,2,0,0,2,60,,98,9,98,5,1,3,1,3,2,,2,2,,2,1,3,10,2,,,,,,,,16,2,,161211,3,2,2,2,1,0,0,0,0,0,0,0,2,2,1,5,1,3
90000775,849,1.324,CA,,4,9,1,1,5,2,2,,,,2,24,,2,1,2,10,1,0,1,3,1,0,1,2,,1,1,,,90,,,,,2,2,,16,1,5,161211,3,2,2,2,1,0,0,0,0,0,0,0,3,2,1,5,1,5
90000776,849,1.2434,MD,1,3,5,1,3,1,2,2,,,,2,43,,3,2,12,1,1,2,2,2,1,,1,2,,2,2,,,90,,,,,2,2,,16,1,1,161211,2,2,2,2,1,0,0,0,0,0,0,0,2,3,2,1,3,1
90000777,849,0.7438,OK,3,3,7,1,3,3,3,3,,,,2,70,,4,3,5,1,1,2,1,4,1,,2,2,,2,2,,,15,,1,,1,,,,16,1,2,161211,1,2,2,2,1,0,0,0,0,0,0,0,1,1,2,3,3,1
90000778,849,0.5864,KS,1,2,4,2,6,1,1,1,,,,2,43,,8,5,3,1,1,1,2,2,1,,2,2,,2,7,,,15,,11,,1,,,,16,1,1,161211,3,2,2,2,1,0,0,0,0,0,0,0,1,2,1,1,4,1
90000780,849,0.2536,MS,1,3,6,2,1,1,1,1,,,,2,21,,5,3,6,2,1,3,1,4,1,2,1,2,,1,2,,,22,,7,,1,,,,16,1,1,161211,4,2,2,1,0,0,0,0,1,0,0,0,,3,2,1,1,2
90000781,849,0.7303,OH,2,2,3,1,3,3,2,2,,,,2,68,,3,2,3,1,1,1,2,1,1,1,2,2,,1,2,,,2,,,,,,,,16,1,2,161211,1,2,2,2,1,0,0,0,0,0,0,0,1,2,2,3,3,1
90000783,849,0.9222,CT,5,1,1,1,3,1,3,2,1,0,0,1,40,,3,2,13,5,1,1,2,1,1,5,1,2,,1,1,2,5,15,,3,,2,,,,16,1,1,161211,1,1,2,2,0,0,0,0,1,0,0,0,,3,2,1,3,3
90000784,849,0.9647,MI,1,2,3,1,3,1,3,2,0,1,0,2,65,,4,3,13,2,1,2,1,3,1,1,1,2,,1,1,,,1,,,,1,,,,16,1,1,161211,1,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,3,2
90000786,849,0.3594,GA,1,3,5,1,6,1,2,1,1,0,0,1,45,,8,5,6,2,2,2,1,2,1,2,2,2,,1,1,,,22,,1,,2,,,,16,1,1,161211,1,2,1,2,1,0,0,0,0,0,0,0,1,1,2,1,4,2
90000787,849,0.5924,TX,2,3,7,1,3,1,2,2,,,,2,67,,6,4,12,1,2,1,1,1,1,,2,2,,2,2,,,2,,,,,,,,16,1,3,161211,1,2,2,2,1,0,0,0,0,0,0,0,2,1,2,1,3,1
90000788,849,1.2485,ID,5,4,8,2,6,1,3,1,2,0,0,1,54,,1,1,1,5,1,2,2,5,1,,2,2,,2,1,1,,22,,5,,2,,,,16,1,1,161211,2,2,1,2,1,0,0,0,0,0,0,0,1,1,1,1,4,3
90000789,849,1.3335,IN,5,2,3,1,3,1,2,2,,,,2,65,,8,5,12,1,2,2,1,4,1,,1,2,,2,1,,,15,,6,,2,,,,16,1,1,161211,1,2,2,2,1,1,0,0,0,0,0,0,1,3,1,1,3,1
90000790,849,2.2892,WA,2,4,9,1,3,1,4,4,,,,2,63,,3,2,6,1,2,1,2,1,1,,1,2,,2,1,,,15,,5,,1,,,,16,1,1,161211,2,2,2,2,1,0,0,0,0,0,0,0,1,1,2,1,3,1
90000792,849,1.1669,NV,1,4,8,2,3,1,4,4,,,,2,58,,3,2,1,3,2,2,1,5,1,1,1,2,,1,1,3,32,97,Victoria Average,,,,,,,16,2,,161211,3,1,1,1,1,0,0,0,0,0,0,0,3,1,1,1,3,3
90000793,849,0.7176,AK,5,4,9,1,9,9,2,2,,,,2,99,3,5,3,99,8,2,1,2,3,1,,2,2,,2,1,,,90,,,,,2,2,,16,1,3,161211,2,1,2,2,1,0,0,0,0,0,0,0,3,2,2,,,4
90000794,849,0.5535,AZ,,4,8,1,3,1,5,3,0,0,2,1,38,,8,5,99,10,2,3,1,3,1,4,1,2,,1,1,,,90,,,,,2,2,,16,1,1,161211,2,2,2,2,1,0,0,0,0,0,0,0,3,3,9,1,3,5
90000798,849,0.8406,SC,2,3,5,1,1,2,2,2,,,,2,19,,6,4,7,1,2,3,1,2,1,,1,2,,2,1,,,90,,,,,2,2,,16,1,1,161211,3,2,2,2,1,0,0,0,0,0,0,0,2,2,1,2,1,1
90000800,849,1.5953,AZ,1,4,8,1,3,1,2,2,,,,2,46,,3,2,12,1,2,3,1,3,1,,2,2,,2,2,,,22,,13,,2,,,,16,1,1,161211,1,2,2,2,1,0,0,0,0,0,0,0,1,2,1,1,3,1
90000801,849,1.0122,CA,2,4,9,2,1,1,1,1,,,,2,26,,8,5,7,6,1,3,1,3,2,,2,2,,2,1,,,21,,,,,,,,16,1,1,161211,4,2,2,2,1,0,0,0,0,0,0,0,3,3,1,1,1,4
90000803,849,0.8095,IN,3,2,3,2,3,1,3,3,,,,2,62,,8,5,13,1,2,3,2,2,1,,1,2,,2,2,,,2,,,,,,,,16,1,2,161211,3,1,2,2,1,0,0,0,0,0,0,0,3,2,1,1,3,1
90000805,849,1.2487,MI,1,2,3,2,2,2,6,6,,,,2,50,,4,3,1,2,2,2,1,5,2,,1,2,,2,1,,,2,,,,,,,,16,2,,161211,9,1,2,2,1,0,0,0,0,0,0,0,2,2,2,2,2,2
90000807,849,1.5036,CA,4,4,9,1,1,5,4,4,,,,2,21,,3,2,14,1,2,3,1,3,2,,1,2,,2,1,,,96,,,,,2,,,16,1,5,161211,3,2,2,2,1,0,0,0,0,0,0,0,3,3,1,5,1,1
90000809,849,1.2628,TN,1,3,6,2,3,3,2,2,,,,2,60,,8,5,99,2,1,9,1,5,1,,1,2,,2,9,,,90,,,,,2,1,,16,2,,161211,2,3,2,2,1,0,0,0,0,0,0,0,9,1,9,3,3,2
90000810,849,1.8492,SD,5,2,4,2,3,1,1,1,,,,2,35,,5,3,6,2,2,3,1,3,2,,1,2,,2,1,,,22,,9,,1,,,,16,1,1,161211,1,2,2,2,1,0,0,0,0,0,0,0,1,1,2,1,3,2
90000814,849,0.9709,NC,5,3,5,1,3,1,2,2,,,,2,65,,8,5,7,1,1,1,1,2,1,,1,2,,2,1,,,2,,,,,,,,16,1,3,161211,1,2,2,2,1,1,0,0,0,0,0,0,1,1,2,1,3,1
90000818,849,1.5119,GA,5,3,5,8,1,1,1,1,,,,2,20,,3,2,1,1,1,2,1,1,2,,1,2,,2,1,,,15,,2,,8,,,,16,1,1,161211,2,2,2,2,1,0,0,0,0,0,0,0,1,1,2,1,1,1
90000819,849,2.0788,CT,5,1,1,1,5,6,1,1,,,,2,57,,3,2,2,1,1,3,2,8,1,,2,2,,2,1,,,2,,,,,,,,16,1,2,161211,4,2,2,2,1,0,0,0,0,0,0,0,1,1,1,6,5,1
90000820,849,2.3065,VA,3,3,5,2,2,6,5,2,0,0,3,2,99,2,3,2,98,5,2,3,2,8,2,,2,4,,2,1,3,98,2,,,,,,,,16,2,,161211,4,2,2,2,0,0,0,0,0,1,0,0,,2,1,6,2,3
90000825,849,2.8188,PA,2,1,2,1,2,1,2,2,,,,2,33,,3,2,7,1,1,2,2,4,1,,2,2,,2,1,,,25,,,,2,,,,16,1,1,161211,2,2,2,2,1,0,0,1,0,0,0,0,3,2,2,1,2,1
90000826,849,0.8004,PA,1,1,2,1,3,3,2,2,,,,2,73,,6,4,99,1,1,1,1,2,1,1,2,2,,1,1,,,15,,6,,2,,,,16,1,3,161211,2,2,2,2,1,1,0,0,0,0,0,0,2,2,2,3,3,1
90000827,849,1.0119,ID,5,4,8,1,1,4,4,2,2,0,0,1,36,,4,3,5,1,1,3,1,2,1,,2,2,,2,1,,,90,,,,,2,2,,16,1,1,161211,2,2,2,2,1,0,0,0,0,0,0,0,2,2,2,4,1,1
90000830,849,0.6341,OH,3,2,3,1,2,1,2,2,,,,2,61,,4,3,13,1,2,1,2,2,1,1,2,2,,1,1,,,13,,,,1,,,,16,2,,161211,1,2,2,2,1,0,0,0,0,0,0,0,1,1,2,1,2,1
90000834,849,0.3261,GA,1,3,5,2,6,3,1,1,,,,2,70,,6,4,99,1,2,3,1,3,1,0,1,2,,1,7,,,90,,,,,2,2,,16,1,3,161211,2,2,2,2,1,0,0,0,0,0,0,0,2,2,1,3,4,1
90000835,849,0.3374,RI,3,1,1,1,9,1,1,1,,,,2,62,,6,4,99,1,2,3,2,2,1,1,2,2,,1,2,,,15,,3,,2,,,,16,1,1,161211,1,2,2,2,1,0,0,0,0,0,0,0,2,2,2,1,,1
90000836,849,0.74,KY,3,3,6,1,3,1,3,3,,,,2,55,,4,3,12,1,1,1,2,1,1,,1,2,,2,3,,,22,,7,,2,,,,16,1,1,161211,1,1,1,2,1,0,0,0,0,0,0,0,1,1,2,1,3,1
90000837,849,1.6909,FL,3,3,5,2,3,1,1,1,,,,2,74,,1,1,2,4,2,2,1,2,1,,1,2,,2,1,3,30,2,,,,,,,,16,1,1,161211,1,2,2,2,1,0,0,0,0,0,0,0,3,1,1,1,3,3
90000838,849,1.1545,MN,1,2,4,2,2,1,2,2,,,,2,28,,6,4,10,1,2,3,1,8,2,,1,2,,2,1,,,90,,,,,2,2,,16,1,1,161211,3,1,2,2,1,0,0,0,0,0,0,0,3,2,1,1,2,1
90000841,849,0.4862,GA,1,3,5,1,6,1,1,1,,,,2,34,,3,2,6,2,2,1,1,3,1,1,1,2,,1,2,,,90,,,,,2,2,,16,1,3,161211,1,2,2,2,1,0,0,0,0,0,0,0,2,2,1,1,4,2
90000844,849,1.6193,IN,5,2,3,1,6,1,2,2,,,,2,35,,1,1,5,1,2,1,2,3,1,,1,2,,2,1,,,2,,,,,,,,16,1,1,161211,1,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,4,1
90000847,849,1.4648,NV,1,4,8,2,6,3,4,4,,,,2,63,,3,2,1,1,2,1,2,2,1,,2,2,,2,1,,,22,,13,,1,,,,16,1,3,161211,3,2,2,2,1,0,0,0,0,0,0,0,1,1,1,3,4,1
90000849,849,0.9292,KS,5,2,4,2,1,1,3,3,,,,2,31,,98,9,6,1,2,1,2,1,1,,1,2,,2,1,,,8,,,,8,,,,16,1,8,161211,1,2,2,2,1,0,0,0,0,0,0,0,1,1,2,1,1,1
90000851,849,0.9825,IN,,2,3,1,2,1,5,2,0,2,1,1,38,,3,2,7,5,2,1,1,4,2,,1,4,,2,2,3,20,2,,,,,,,,16,2,,161211,1,2,1,2,1,0,0,0,0,0,0,0,2,3,1,1,2,3
90000852,849,0.8139,GA,3,3,5,1,5,3,2,2,,,,2,81,,2,1,98,2,2,3,1,8,2,1,2,2,,1,1,,,6,,,,2,,,,16,1,1,161211,4,2,3,2,0,0,0,0,0,0,1,0,,2,9,3,5,2
90000853,849,0.8317,WI,,2,3,2,1,3,1,1,,,,2,57,,6,4,1,10,1,3,2,4,1,,2,2,,2,1,,,22,,97,NON PARTICULAR,2,,,,16,1,9,161211,3,2,2,2,1,0,0,0,0,0,0,0,2,1,2,3,1,5
90000855,849,2.5217,VA,3,3,5,8,1,5,2,2,,,,2,24,,3,2,98,99,1,9,1,9,1,,2,2,,2,1,,,99,,,,,,,,16,2,,161211,2,2,2,2,0,0,0,0,0,0,1,0,,4,1,5,1,
90000860,849,0.6474,NM,1,4,8,2,6,2,1,1,,,,2,68,,8,5,99,1,1,3,2,2,1,,1,2,,2,1,,,7,,,,,,,5,16,1,3,161211,1,2,1,2,0,0,1,0,0,0,0,0,,3,2,2,4,1
90000861,849,1.0464,FL,1,3,5,2,2,1,2,2,,,,2,25,,5,3,3,3,1,2,2,3,2,,1,2,,2,1,3,12,2,,,,,,,,16,1,5,161211,3,2,1,2,1,0,0,0,0,0,0,0,2,1,2,1,2,3
90000862,849,0.4161,MA,3,1,1,1,6,3,1,1,,,,2,80,,4,3,3,1,1,2,1,4,1,1,1,2,,1,1,,,2,,,,,,,,16,1,3,161211,2,2,2,2,1,0,0,0,0,0,0,0,2,2,2,3,4,1
90000863,849,1.535,TX,,3,7,1,3,1,4,2,1,1,0,1,40,,6,4,13,3,1,3,2,1,1,,1,2,,2,1,1,,90,,,,,2,2,,16,1,1,161211,1,1,2,2,1,0,0,0,0,0,0,0,3,1,2,1,3,3
90000864,849,1.6818,NC,2,3,5,1,3,1,6,2,0,2,2,1,26,,4,3,6,1,1,1,1,2,1,,1,2,,2,1,,,22,,2,,2,,,,16,1,1,161211,2,2,2,2,1,0,0,0,0,0,0,0,2,2,1,1,3,1
90000865,849,1.1088,CA,3,4,9,2,1,1,1,1,,,,2,30,,7,5,8,1,1,2,1,3,1,,2,2,,2,1,,,2,,,,,,,,16,1,1,161211,2,2,2,2,1,0,0,0,0,0,0,0,2,2,9,1,1,1
90000871,849,1.449,NM,,4,8,1,2,4,2,2,,,,2,99,1,1,1,4,2,1,3,1,5,1,,1,2,,2,1,,,11,,,,,,,,16,1,1,161211,1,1,1,1,1,0,0,0,0,0,0,0,2,3,2,4,2,2
90000874,849,0.4445,OR,5,4,9,1,9,9,9,9,,,,2,60,,99,9,99,99,2,9,2,9,9,,1,2,,9,9,,,99,,,,,,,,16,1,2,161211,1,1,2,1,1,0,0,0,0,0,0,0,1,1,2,,,
90000876,849,1.5271,AL,5,3,6,1,3,4,4,3,1,0,0,1,57,,2,1,6,1,2,1,2,8,1,1,2,2,,1,1,,,22,,1,,1,,,,16,1,1,161211,2,2,2,2,1,0,0,0,0,0,0,0,1,1,2,4,3,1
90000877,849,0.8567,TX,3,3,7,2,9,9,9,9,,,,2,32,,99,9,99,5,1,9,2,9,9,,1,4,,2,9,9,99,99,,,,,,,,16,2,,161211,3,2,2,2,1,0,0,0,0,0,0,0,2,2,1,,,3
90000880,849,0.6803,AR,1,3,7,2,1,6,8,3,4,3,2,2,19,,3,2,2,10,2,3,1,2,1,,1,2,,2,2,,,22,,13,,1,,,,16,1,5,161211,4,2,1,2,1,0,0,0,0,0,0,0,3,1,1,6,1,5
90000881,849,1.0347,CA,1,4,9,2,3,3,4,4,,,,2,66,,3,2,5,5,2,9,1,9,9,,2,2,,2,4,1,,99,,,,,,,,16,1,2,161211,4,2,2,2,1,0,0,0,0,0,0,0,2,1,1,3,3,3
90000882,849,1.0686,TX,1,3,7,1,3,1,2,2,,,,2,58,,3,2,6,1,1,1,2,2,1,,1,2,,2,2,,,22,,1,,1,,,,16,1,1,161211,2,2,2,2,1,0,0,0,0,0,0,0,2,2,2,1,3,1
90000883,849,1.0296,IL,2,2,3,1,3,1,4,2,0,2,0,1,43,,6,4,13,99,2,1,1,3,1,1,2,2,,1,1,,,12,,,,,,,,16,1,1,161211,1,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,3,
90000884,849,0.6643,WA,2,4,9,1,3,1,4,3,1,0,0,1,50,,5,3,7,1,2,1,1,3,1,1,2,2,,1,4,,,15,,4,,1,,,,16,1,1,161211,1,2,2,2,1,0,0,0,0,0,0,0,2,1,2,1,3,1
90000885,849,0.7439,TX,1,3,7,2,4,4,5,2,2,1,0,1,45,,1,1,1,1,1,0,2,8,2,,1,2,,2,2,,,22,,5,,2,,,,16,1,3,161211,2,2,2,2,1,0,0,0,0,0,0,0,1,1,2,4,4,1
90000886,849,1.4307,TX,1,3,7,2,2,1,5,2,1,2,0,1,34,,3,2,4,4,2,3,2,5,2,,1,4,,2,1,3,12,2,,,,,,,,16,1,1,161211,2,2,2,2,1,0,0,0,0,0,0,0,1,1,2,1,2,3
90000888,849,0.7088,IA,5,2,4,1,1,2,2,2,,,,2,24,,99,9,99,1,1,9,2,9,9,1,2,2,,1,1,,,99,,,,,,,,16,1,3,161211,1,2,2,2,1,0,0,0,0,0,0,0,2,3,1,2,1,1
90000889,849,1.3613,CA,1,4,9,2,1,5,4,3,0,1,0,2,24,,6,4,4,5,2,3,1,3,1,,2,2,,2,1,1,,90,,,,,2,1,,16,1,8,161211,2,2,2,2,1,0,0,0,0,0,0,0,3,2,9,5,1,3
90000892,849,1.7633,WI,2,2,3,1,3,2,4,2,0,2,0,1,41,,6,4,5,1,1,3,1,3,1,,2,2,,2,1,,,15,,1,,1,,,,16,1,1,161211,1,2,2,2,1,0,0,0,0,0,0,0,2,1,1,2,3,1
90000893,849,1.2402,MO,1,2,4,2,2,1,2,2,,,,2,32,,3,2,6,2,1,2,2,4,1,1,2,2,,1,1,,,22,,2,,1,,,,16,1,1,161211,2,2,2,2,0,0,0,0,1,0,0,0,,1,1,1,2,2
90000894,849,1.061,SD,5,2,4,2,2,1,3,2,0,1,0,2,26,,4,3,6,7,1,2,2,3,2,,2,2,,2,1,,,20,,,,,,,,16,1,1,161211,1,2,2,2,1,0,0,0,0,0,0,0,3,3,2,1,2,5
90000898,849,0.7705,TX,1,3,7,1,2,1,7,5,2,0,0,2,40,,3,2,99,5,1,9,1,9,9,,1,4,,2,7,9,99,99,,,,,,,,16,2,,161211,3,2,2,2,1,0,0,0,0,0,0,0,2,2,2,1,2,3
90000901,849,0.3388,WA,1,4,9,2,6,3,1,1,,,,2,69,,3,2,98,1,1,9,1,5,2,1,2,2,,1,2,,,90,,,,,2,2,,16,1,2,161211,4,2,2,2,0,0,0,0,0,0,0,1,,1,9,3,4,1
90000903,849,0.686,WA,2,4,9,1,1,1,5,5,,,,2,54,,8,5,13,1,1,1,1,3,1,1,2,2,,1,1,,,15,,4,,2,,,,16,1,1,161211,2,2,2,2,1,0,0,0,0,0,0,0,2,2,2,1,1,1
90000907,849,1.4146,OR,1,4,9,2,2,1,5,5,,,,2,99,2,2,1,4,5,1,2,1,8,2,0,1,4,,1,1,3,12,2,,,,,,,,16,1,1,161211,4,2,2,2,1,0,0,0,0,0,0,0,3,2,1,1,2,3
90000911,849,1.3481,PA,5,1,2,1,3,1,2,2,,,,2,43,,99,9,99,99,2,9,2,9,9,,1,2,,2,1,,,99,,,,,,,,16,1,1,161211,3,2,2,2,1,0,0,0,0,0,0,0,3,3,1,1,3,
90000912,849,0.4934,NM,1,4,8,1,6,1,2,2,,,,2,54,,5,3,12,1,1,3,1,3,1,,1,2,,2,2,,,2,,,,,,,,16,2,,161211,1,2,2,2,1,0,0,0,0,0,0,0,2,2,1,1,4,1
90000913,849,0.6402,NV,1,4,8,2,3,2,8,8,,,,2,35,,4,3,6,3,2,3,2,3,1,4,1,2,,1,7,2,34,7,,,,,,,4,16,1,1,161211,1,2,1,1,0,0,0,0,1,0,0,0,,2,2,2,3,3
90000915,849,2.0977,CA,1,4,9,9,9,9,9,9,,,,2,55,,99,9,99,3,1,9,2,9,9,,2,4,,9,9,1,,99,,,,,,,,16,2,,161211,2,2,1,2,1,0,0,0,0,0,0,0,1,1,1,,,3
90000916,849,1.3811,UT,1,4,8,2,1,1,2,2,,,,2,40,,4,3,3,1,2,3,1,4,1,,2,2,,2,1,,,90,,,,,2,2,,16,2,,161211,1,1,2,1,1,0,0,0,0,0,0,0,2,2,1,1,1,1
90000917,849,1.1501,VA,1,3,5,1,9,9,9,9,,,,2,40,,99,9,99,99,1,9,1,9,9,,1,2,,2,1,,,99,,,,,,,,16,2,,161211,4,2,2,2,1,0,0,0,0,0,0,0,2,2,1,,,
90000918,849,0.9107,CA,2,4,9,2,2,7,7,6,0,1,0,2,40,,4,3,2,10,2,3,1,5,1,,2,2,,2,1,,,90,,,,,2,2,,16,1,4,161211,3,2,2,2,1,0,0,0,0,0,0,0,3,3,1,6,2,5
90000919,849,1.5173,CO,1,4,8,2,3,1,5,3,0,1,1,1,27,,5,3,6,8,2,3,1,3,2,,1,2,,2,1,,,90,,,,,2,2,,16,1,1,161211,3,2,2,2,1,0,0,0,0,0,0,0,3,4,2,1,3,4
90000920,849,0.5194,WA,1,4,9,2,1,5,5,3,1,1,0,2,18,,2,1,98,6,2,8,2,8,2,,1,2,,2,4,,,22,,97,korean church,1,,,,16,8,,161211,2,2,2,2,1,0,0,0,0,0,0,0,1,1,1,5,1,4
90000922,849,0.886,CA,2,4,9,2,3,1,3,2,0,1,0,1,24,,5,3,6,6,2,2,1,3,1,1,1,2,,1,1,,,21,,,,,,,,16,1,1,161211,1,1,1,1,1,0,0,0,0,0,0,0,1,1,2,1,3,4
90000924,849,1.5298,WA,,4,9,2,1,2,6,4,2,0,0,2,20,,3,2,4,5,1,2,2,4,2,0,1,2,,1,1,3,17,10,,,,,,,,16,2,,161211,1,2,2,2,1,0,0,0,0,0,0,0,1,1,1,2,1,3
